/usr/local/lib/python3.7/dist-packages/scipy/sparse/sputils.py:23: DeprecationWarning: `np.typeDict` is a deprecated alias for `np.sctypeDict`.
  supported_dtypes = [np.typeDict[x] for x in supported_dtypes]
/usr/local/lib/python3.7/dist-packages/scipy/special/orthogonal.py:81: DeprecationWarning: `np.int` is a deprecated alias for the builtin `int`. To silence this warning, use `int` by itself. Doing this will not modify any behavior and is safe. When replacing `np.int`, you may wish to use e.g. `np.int64` or `np.int32` to specify the precision. If you wish to review your current use, check the release note link for additional information.
Deprecated in NumPy 1.20; for more details and guidance: https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations
  from numpy import (exp, inf, pi, sqrt, floor, sin, cos, around, int,
/usr/local/lib/python3.7/dist-packages/scipy/linalg/__init__.py:212: DeprecationWarning: The module numpy.dual is deprecated.  Instead of using dual, use the functions directly from numpy or scipy.
  from numpy.dual import register_func
Namespace(adam_epsilon=1e-08, batch_size=96, device='gpu', enable_addto=False, gradient_merge_steps=88, input_dir='./data/wikicorpus_en_seqlen128', learning_rate=5e-05, logging_steps=10, max_grad_norm=1.0, max_predictions_per_seq=80, max_steps=500, model_name_or_path='bert-base-uncased', model_type='bert', output_dir='./tmp2/', profiler_options=None, save_steps=20000, scale_loss=32768, seed=42, use_amp=1, use_pure_fp16=False, warmup_steps=0, weight_decay=0.0)
server not ready, wait 3 sec to retry...
not ready endpoints:['10.10.0.1:60002', '10.10.0.1:60003', '10.10.0.1:60004', '10.10.0.1:60005', '10.10.0.1:60006', '10.10.0.1:60007', '10.10.0.1:60008']
server not ready, wait 3 sec to retry...
not ready endpoints:['10.10.0.1:60002', '10.10.0.1:60003', '10.10.0.1:60004', '10.10.0.1:60005', '10.10.0.1:60006', '10.10.0.1:60007', '10.10.0.1:60008']
W0601 07:06:23.379390  2518 gpu_context.cc:278] Please NOTE: device: 0, GPU Compute Capability: 7.0, Driver API Version: 11.4, Runtime API Version: 11.2
W0601 07:06:23.383211  2518 gpu_context.cc:306] device: 0, cuDNN Version: 8.1.
NCCL version 2.8.4+cuda11.0
W0601 07:06:36.468382  2518 build_strategy.cc:123] Currently, fuse_broadcast_ops only works under Reduce mode.
W0601 07:06:36.671160  2518 fuse_all_reduce_op_pass.cc:76] Find all_reduce operators: 206. To make the speed faster, some all_reduce ops are fused during training, after fusion, the number of all_reduce ops is 20.
tobal step: 10, epoch: 0, batch: 9, loss: 11.246908, avg_reader_cost: 0.05589 sec, avg_batch_cost: 0.45558 sec, avg_samples: 96.00000, ips: 187.69641 sequences/sec
tobal step: 20, epoch: 0, batch: 19, loss: 11.161420, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.14473 sec, avg_samples: 96.00000, ips: 662.84517 sequences/sec
tobal step: 30, epoch: 0, batch: 29, loss: 11.215065, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.14496 sec, avg_samples: 96.00000, ips: 661.82388 sequences/sec
tobal step: 40, epoch: 0, batch: 39, loss: 11.188272, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.14514 sec, avg_samples: 96.00000, ips: 660.94848 sequences/sec
tobal step: 50, epoch: 0, batch: 49, loss: 11.259440, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.14518 sec, avg_samples: 96.00000, ips: 660.77775 sequences/sec
tobal step: 60, epoch: 0, batch: 59, loss: 11.194447, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.14630 sec, avg_samples: 96.00000, ips: 655.76345 sequences/sec
tobal step: 70, epoch: 0, batch: 69, loss: 11.239302, avg_reader_cost: 0.00009 sec, avg_batch_cost: 0.14556 sec, avg_samples: 96.00000, ips: 659.08840 sequences/sec
tobal step: 80, epoch: 0, batch: 79, loss: 11.227917, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.14545 sec, avg_samples: 96.00000, ips: 659.51039 sequences/sec
tobal step: 90, epoch: 0, batch: 89, loss: 11.300570, avg_reader_cost: 0.00013 sec, avg_batch_cost: 0.23415 sec, avg_samples: 96.00000, ips: 409.77295 sequences/sec
tobal step: 100, epoch: 0, batch: 99, loss: 11.145601, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.14524 sec, avg_samples: 96.00000, ips: 660.49377 sequences/sec
tobal step: 110, epoch: 0, batch: 109, loss: 11.148553, avg_reader_cost: 0.00011 sec, avg_batch_cost: 0.14547 sec, avg_samples: 96.00000, ips: 659.44180 sequences/sec
tobal step: 120, epoch: 0, batch: 119, loss: 11.212852, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.14591 sec, avg_samples: 96.00000, ips: 657.41163 sequences/sec
tobal step: 130, epoch: 0, batch: 129, loss: 11.174954, avg_reader_cost: 0.00012 sec, avg_batch_cost: 0.14581 sec, avg_samples: 96.00000, ips: 657.84190 sequences/sec
tobal step: 140, epoch: 0, batch: 139, loss: 11.275402, avg_reader_cost: 0.00010 sec, avg_batch_cost: 0.14532 sec, avg_samples: 96.00000, ips: 660.15699 sequences/sec
