Namespace(adam_epsilon=1e-06, batch_size=64, device='gpu', enable_addto=False, gradient_merge_steps=1, input_dir='./wikicorpus_en_seqlen128', learning_rate=0.0001, logging_steps=10, max_grad_norm=1.0, max_predictions_per_seq=20, max_steps=400, model_name_or_path='bert-base-uncased', model_type='bert', output_dir='./tmp2/', save_steps=20000, scale_loss=32768, seed=42, use_amp=1, use_pure_fp16=False, warmup_steps=10000, weight_decay=0.01)
[32m[2021-12-27 14:57:15,901] [    INFO][0m - Already cached /root/.paddlenlp/models/bert-base-uncased/bert-base-uncased-vocab.txt[0m
server not ready, wait 3 sec to retry...
not ready endpoints:['127.0.0.1:32833', '127.0.0.1:37794', '127.0.0.1:37442', '127.0.0.1:52521', '127.0.0.1:53552', '127.0.0.1:39633', '127.0.0.1:46106']
server not ready, wait 3 sec to retry...
not ready endpoints:['127.0.0.1:32833', '127.0.0.1:37794', '127.0.0.1:37442', '127.0.0.1:52521', '127.0.0.1:53552', '127.0.0.1:39633', '127.0.0.1:46106']
W1227 14:57:24.284035 34429 device_context.cc:447] Please NOTE: device: 0, GPU Compute Capability: 7.0, Driver API Version: 11.2, Runtime API Version: 11.2
W1227 14:57:24.288491 34429 device_context.cc:465] device: 0, cuDNN Version: 8.1.
W1227 14:57:36.486490 34429 build_strategy.cc:110] Currently, fuse_broadcast_ops only works under Reduce mode.
W1227 14:57:36.618818 34429 fuse_all_reduce_op_pass.cc:76] Find all_reduce operators: 206. To make the speed faster, some all_reduce ops are fused during training, after fusion, the number of all_reduce ops is 20.
tobal step: 10, epoch: 0, batch: 9, loss: 11.191424, avg_reader_cost: 0.07494 sec, avg_batch_cost: 0.45257 sec, avg_samples: 64.00000, ips: 141.41574 sequences/sec
tobal step: 20, epoch: 0, batch: 19, loss: 11.153821, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.11985 sec, avg_samples: 64.00000, ips: 533.98706 sequences/sec
tobal step: 30, epoch: 0, batch: 29, loss: 11.169550, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.11857 sec, avg_samples: 64.00000, ips: 539.78348 sequences/sec
tobal step: 40, epoch: 0, batch: 39, loss: 11.071603, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.11893 sec, avg_samples: 64.00000, ips: 538.11622 sequences/sec
tobal step: 50, epoch: 0, batch: 49, loss: 10.991778, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.11855 sec, avg_samples: 64.00000, ips: 539.87662 sequences/sec
tobal step: 60, epoch: 0, batch: 59, loss: 10.867575, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.11985 sec, avg_samples: 64.00000, ips: 533.98802 sequences/sec
tobal step: 70, epoch: 0, batch: 69, loss: 10.792622, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.11874 sec, avg_samples: 64.00000, ips: 538.98102 sequences/sec
tobal step: 80, epoch: 0, batch: 79, loss: 10.668679, avg_reader_cost: 0.00007 sec, avg_batch_cost: 0.11755 sec, avg_samples: 64.00000, ips: 544.43044 sequences/sec
tobal step: 90, epoch: 0, batch: 89, loss: 10.576186, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.11794 sec, avg_samples: 64.00000, ips: 542.63412 sequences/sec
tobal step: 100, epoch: 0, batch: 99, loss: 10.410854, avg_reader_cost: 0.00008 sec, avg_batch_cost: 0.11871 sec, avg_samples: 64.00000, ips: 539.11655 sequences/sec
tobal step: 110, epoch: 0, batch: 109, loss: 10.405623, avg_reader_cost: 0.00006 sec, avg_batch_cost: 0.11748 sec, avg_samples: 64.00000, ips: 544.77085 sequences/sec
